language,benchmark,run_id,time
python, 10ms, 0, 10.099813299893867
python, 10ms, 1, 10.099984699991182
python, 10ms, 2, 10.101564100114047
python, 10ms, 3, 10.10191239984124
python, 10ms, 4, 10.101666999980807
python, 10ms, 5, 10.101453799870797
python, 10ms, 6, 10.10139159989194
python, 10ms, 7, 10.093375100041158
python, 10ms, 8, 10.10098350016051
python, 10ms, 9, 10.102177700173343
python, sum, 0, 773.807934800061
python, sum, 1, 769.9061718001758
python, sum, 2, 772.5620705998153
python, sum, 3, 762.8052525000385
python, sum, 4, 771.3448710001103
python, sum, 5, 762.6632849998714
python, sum, 6, 771.7351829000108
python, sum, 7, 762.8040887997486
python, sum, 8, 771.6837240001041
python, sum, 9, 763.3020312001463
python, alloc_vector, 0, 691.5016792998358
python, alloc_vector, 1, 695.3629492996697
python, alloc_vector, 2, 690.3723011000693
python, alloc_vector, 3, 694.5979639000143
python, alloc_vector, 4, 692.3275242999807
python, alloc_vector, 5, 694.575334199908
python, alloc_vector, 6, 692.311848800091
python, alloc_vector, 7, 691.6885819999152
python, alloc_vector, 8, 694.1335244999209
python, alloc_vector, 9, 691.3976502000878
python, sum_vector, 0, 85.69443029991817
python, sum_vector, 1, 86.29404259991134
python, sum_vector, 2, 85.90780240010645
python, sum_vector, 3, 86.00631279987283
python, sum_vector, 4, 85.97255569984554
python, sum_vector, 5, 85.97325359987735
python, sum_vector, 6, 85.67493750015274
python, sum_vector, 7, 85.98502109998662
python, sum_vector, 8, 86.01406230009161
python, sum_vector, 9, 86.00474130034854
python, alloc_list, 0, 1900.2125663999323
python, alloc_list, 1, 1913.2027453000774
python, alloc_list, 2, 1919.201558900022
python, alloc_list, 3, 1885.4875253997307
python, alloc_list, 4, 1895.5038874999445
python, alloc_list, 5, 1917.5291966999794
python, alloc_list, 6, 1896.3448811999115
python, alloc_list, 7, 1896.593841900176
python, alloc_list, 8, 1904.041909299849
python, alloc_list, 9, 1914.7389765003027
python, sum_list, 0, 137.5982968002063
python, sum_list, 1, 137.3263314999349
python, sum_list, 2, 137.2746417997405
python, sum_list, 3, 137.05170139983238
python, sum_list, 4, 137.15110800003458
python, sum_list, 5, 136.67900760010525
python, sum_list, 6, 137.76026449995697
python, sum_list, 7, 137.04880910008796
python, sum_list, 8, 137.5165356999787
python, sum_list, 9, 137.32965679992049
python, alloc_full_tree, 0, 264.6218107001914
python, alloc_full_tree, 1, 290.9124136000173
python, alloc_full_tree, 2, 299.8354137002025
python, alloc_full_tree, 3, 296.34407270023075
python, alloc_full_tree, 4, 251.61251930003345
python, alloc_full_tree, 5, 289.24952909983404
python, alloc_full_tree, 6, 287.363073600136
python, alloc_full_tree, 7, 254.71490540003288
python, alloc_full_tree, 8, 291.4530078000098
python, alloc_full_tree, 9, 300.53406830011227
python, sum_tree, 0, 47.49126730021089
python, sum_tree, 1, 47.302656800093246
python, sum_tree, 2, 47.59125119999226
python, sum_tree, 3, 47.27802779998456
python, sum_tree, 4, 47.4544723998406
python, sum_tree, 5, 47.30899889982538
python, sum_tree, 6, 47.40988660014409
python, sum_tree, 7, 47.76550859969575
python, sum_tree, 8, 47.33652379982232
python, sum_tree, 9, 47.49541080018389
