language, benchmark, run_id, time
python, 100ms, 0, 100.22298200004798
python, 100ms, 1, 100.20401799999945
python, 100ms, 2, 100.21419999998216
python, 100ms, 3, 100.21819700000378
python, 100ms, 4, 100.2169099999719
python, 100ms, 5, 100.21569399998498
python, 100ms, 6, 100.21281199999521
python, 100ms, 7, 100.21806000003153
python, 100ms, 8, 100.21368200000325
python, 100ms, 9, 100.21354600002041
python, sum, 0, 878.27508700002
python, sum, 1, 878.0789859999913
python, sum, 2, 878.2963340000265
python, sum, 3, 918.4248789999856
python, sum, 4, 878.0787070000429
python, sum, 5, 879.5642349999753
python, sum, 6, 878.6211310000454
python, sum, 7, 881.8790729999932
python, sum, 8, 880.2813910000395
python, sum, 9, 878.7223049999966
python, sum, 10, 878.4035889999586
python, sum, 11, 878.8904620000153
python, sum, 12, 877.6666470000123
python, sum, 13, 877.5494739999772
python, sum, 14, 878.058942999985
python, sum, 15, 878.1417480000187
python, sum, 16, 878.6548349999634
python, sum, 17, 878.0307389999962
python, sum, 18, 878.0306740000015
python, sum, 19, 877.8243240000165
python, sum, 20, 878.2534150000174
python, sum, 21, 878.051279000033
python, sum, 22, 878.2147160000022
python, sum, 23, 878.0193039999631
python, sum, 24, 877.7206030000002
python, sum, 25, 877.9669950000084
python, sum, 26, 881.0586259999695
python, sum, 27, 879.8359859999891
python, sum, 28, 883.1654410000169
python, sum, 29, 877.571617000001
python, sum, 30, 877.7738450000356
python, sum, 31, 878.6415470000293
python, sum, 32, 885.1398829999653
python, sum, 33, 882.1696879999763
python, sum, 34, 878.4996010000441
python, sum, 35, 880.5366939999999
python, sum, 36, 878.1080169999882
python, sum, 37, 877.8727819999972
python, sum, 38, 881.1145020000026
python, sum, 39, 878.0478040000048
python, sum, 40, 880.3770539999505
python, sum, 41, 877.6326600000175
python, sum, 42, 880.0849649999805
python, sum, 43, 877.9441479999832
python, sum, 44, 880.3804780000064
python, sum, 45, 878.3666130000256
python, sum, 46, 879.6622440000306
python, sum, 47, 878.1584550000048
python, sum, 48, 877.9697470000087
python, sum, 49, 878.0779690000031
python, sum, 50, 878.0070060000185
python, sum, 51, 877.9192819999935
python, sum, 52, 877.8647980000187
python, sum, 53, 877.6903020000191
python, sum, 54, 877.6296409999986
python, sum, 55, 878.7491969999905
python, sum, 56, 877.7819260000115
python, sum, 57, 877.7404420000039
python, sum, 58, 877.7656130000082
python, sum, 59, 877.555502000007
python, sum, 60, 878.1178940000132
python, sum, 61, 877.6537980000398
python, sum, 62, 877.7761690000148
python, sum, 63, 877.6844440000104
python, sum, 64, 877.728530000013
python, sum, 65, 877.5401929999589
python, sum, 66, 877.7301449999868
python, sum, 67, 877.9633949999948
python, sum, 68, 878.7902239999994
python, sum, 69, 878.6849840000173
python, sum, 70, 878.5652960000334
